(90006, 217, 1),
(90007, 216, 3),
(90007, 204, 2),
(90007, 217, 2),
(100000, 215, 3),
(100000, 217, 1),
(100000, 217, 2),
(100000, 204, 2),
(100001, 218, 1),
(100001, 203, 2),
(100002, 221, 3),
(100002, 220, 1),
(100002, 205, 3),
(100002, 208, 2),
(100002, 205, 1),
(100003, 211, 2),
(100003, 207, 3),
(100003, 220, 3),
(100004, 223, 2),
(100005, 222, 3),
(100005, 209, 2),
(100005, 203, 3),
(100006, 217, 2),
(100007, 204, 3),
(100007, 203, 2),
(100007, 211, 2),
(100007, 223, 3),
(100007, 203, 2),
(110000, 214, 1),
(110000, 221, 3),
(110000, 221, 3),
(110001, 220, 2),
(110001, 218, 3),
(110001, 213, 1),
(110002, 219, 2),
(110002, 206, 1),
(110002, 212, 3),
(110003, 217, 2),
(110004, 222, 2),
(110004, 206, 1),
(110004, 220, 3),
(110004, 207, 2),
(110004, 207, 1),
(110005, 215, 2),
(110005, 206, 3),
(110005, 206, 1),
(110005, 210, 1),
(110005, 211, 2),
(120000, 215, 3),
(120000, 209, 1),
(120000, 203, 1),
(120001, 209, 1),
(120002, 204, 3),
(120002, 210, 2),
(120002, 217, 2),
(120002, 223, 1),
(120003, 220, 2),
(120003, 221, 2),
(120004, 210, 1),
(120004, 212, 1),
(120005, 211, 3),
(120006, 211, 3),
(120006, 216, 2),
(120006, 223, 3),
(120006, 207, 2),
(120006, 211, 1),
(130000, 221, 2),
(130000, 211, 2),
(130000, 203, 3),
(130000, 208, 3),
(130001, 204, 2),
(130001, 214, 2),
(140000, 203, 1),
(140000, 205, 1),
(140000, 208, 1),
(140000, 208, 2),
(140001, 206, 2),
(140001, 212, 3),
(140001, 209, 2),
(140002, 207, 3),
(140002, 203, 2),
(140002, 209, 1),
(140003, 216, 2),
(140003, 217, 2),
(140003, 221, 3),
(140004, 203, 2),
(140004, 203, 2),
(140005, 218, 1),
(140005, 211, 1),
(150000, 205, 2),
(150001, 212, 1),
(150001, 217, 3),
(150001, 221, 2),
(150001, 219, 2),
(150002, 208, 1),
(150003, 219, 3),
(150003, 219, 3),
(150003, 223, 1),
(150004, 220, 2),
(150005, 218, 2),
(150006, 207, 3),
(150006, 206, 1),
(150007, 212, 3),
(150007, 217, 1),
(150007, 223, 1),
(150007, 217, 1),
(150007, 205, 1),
(150008, 219, 2),
(150008, 223, 3),
(160000, 223, 3),
(160000, 216, 3),
(160000, 216, 1),
(160000, 218, 2),
(160001, 214, 3),
(160002, 212, 3),
(160002, 223, 1),
(160002, 207, 2),
(160003, 208, 3),
(160003, 221, 3),
(160003, 214, 2),
(160003, 222, 2),
(160003, 218, 2),
(160004, 209, 1),
(160004, 212, 3),
(170000, 217, 1),
(170000, 223, 3),
(170000, 213, 1),
(170001, 203, 1),
(170001, 214, 1),
(170001, 222, 2),
(170001, 206, 1),
(170002, 207, 2),
(170003, 204, 2),
(170003, 209, 3),
(180000, 221, 1),
(180000, 209, 2),
(190000, 203, 1),
(190001, 217, 3),
(190001, 206, 3),
(190001, 210, 1),
(190001, 220, 3),
(190002, 211, 1),
(190002, 223, 2),
(190003, 217, 1),
(190003, 213, 3),
(190003, 212, 1),
(190004, 223, 1),
(190004, 217, 2),
(190004, 205, 2),
(190004, 216, 2),
(200000, 223, 2),
(210000, 203, 3),
(210000, 212, 2),
(210000, 214, 2),
(210000, 212, 3),
(210001, 223, 2),
(210001, 210, 1),
(210002, 219, 2),
(210003, 215, 2),
(210004, 213, 2),
(210004, 213, 3),
(210004, 208, 1),
(210004, 208, 2),
(210005, 209, 2),
(210005, 219, 1),
(210005, 207, 3),
(210006, 218, 3),
(210006, 206, 2),
(210006, 204, 2),
(210006, 203, 1),
(210007, 223, 3),
(210007, 207, 2),
(210007, 209, 2),
(220000, 217, 2),
(220000, 214, 3),
(220000, 204, 2),
(220000, 222, 3),
(220001, 203, 2),
(220001, 221, 3),
(220001, 213, 2),
(220002, 212, 3),
(220002, 210, 2),
(220003, 204, 2),
(220003, 215, 1),
(220003, 208, 1),
(220004, 210, 1),
(220004, 220, 3),
(220004, 203, 1),
(220005, 213, 2),
(220005, 205, 1),
(220005, 203, 2),
(220005, 219, 2),
(220005, 209, 3),
(220006, 217, 2),
(220006, 206, 2),
(220006, 217, 2),
(220006, 206, 3),
(220006, 207, 1),
(230000, 204, 3),
(230000, 213, 3),
(230001, 210, 2),
(230001, 216, 3),
(230001, 205, 3),
(230001, 207, 3),
(230002, 216, 1),
(230002, 209, 1),
(230002, 218, 2),
(230003, 217, 2),
(230004, 204, 3),
(230004, 214, 3),
(230004, 221, 1),
(230004, 215, 2),
(230004, 214, 2),
(240000, 216, 3),
(240000, 222, 2),
(240000, 220, 2),
(240000, 214, 2),
(240000, 218, 1),
(240001, 215, 2),
(240001, 223, 3),
(240001, 203, 1),
(240002, 219, 3),
(240003, 218, 1),
(240003, 203, 1),
(240003, 221, 2),
(240003, 218, 2),
(250000, 217, 3),
(250000, 204, 3),
(250000, 223, 1),
(250000, 206, 2),
(250001, 213, 2),
(250001, 216, 2),
(250001, 206, 2),
(250002, 218, 1),
(250002, 210, 3),
(250003, 207, 2),
(250003, 216, 2),
(250003, 204, 2),
(250003, 203, 2),
(250003, 210, 3),
(250004, 203, 2),
(250004, 223, 3),
(250004, 209, 3),
(250004, 215, 2),
(250004, 217, 1),
(250005, 212, 3),
(250005, 214, 2),
(250005, 212, 3),
(250006, 209, 2),
(250006, 204, 2),
(250007, 203, 1),
(250007, 222, 2),
(250007, 207, 1),
(250007, 217, 3),
(270000, 203, 2),
(270000, 215, 1),
(270000, 205, 1),
(270000, 220, 3),
(270000, 206, 2),
(270001, 207, 3),
(270001, 209, 3),
(270002, 217, 2),
(270002, 218, 3),
(270003, 218, 2),
(270003, 204, 2),
(270003, 222, 1),
(270004, 223, 2),
(270004, 208, 3),
(270005, 223, 3),
(270005, 219, 3),
(270005, 218, 2),
(270005, 204, 1),
(270005, 204, 2),
(270006, 207, 1),
(270006, 208, 2),
(270006, 209, 2),
(270007, 221, 3),
(270007, 213, 3),
(270007, 213, 1),
(270007, 207, 3),
(270008, 220, 1),
(270009, 206, 3),
(270009, 215, 2),
(270009, 208, 2),
(280000, 219, 3),
(280000, 207, 3),
(280000, 203, 1),
(280000, 206, 2),
(280000, 204, 1),
(280001, 213, 3),
(280002, 220, 1),
(280002, 220, 1),
(280002, 215, 2),
(280002, 219, 2),
(290000, 209, 2),
(290000, 205, 1),
(290000, 220, 2),
(290001, 213, 3),
(290002, 219, 1),
(290003, 219, 1),
(290003, 218, 3),
(300000, 223, 2),
(300000, 221, 2),
(300001, 210, 3),
(300001, 217, 1),
(300001, 218, 2),
(300002, 218, 2),
(300002, 210, 2),
(300003, 215, 1),
(300003, 220, 2),
(300003, 216, 3),
(300004, 209, 2),
(300004, 216, 3),
(300004, 211, 1),
(300004, 213, 2),
(300004, 221, 1),
(300005, 213, 1),
(300005, 205, 2),
(300006, 212, 3),
(300006, 215, 2),
(310000, 214, 2),
(310000, 216, 1),
(310000, 214, 2),
(310000, 205, 2),
(310001, 219, 3),
(310001, 222, 1),
(310001, 209, 1),
(310001, 211, 1),
(310001, 215, 3),
(310002, 217, 2),
(310003, 213, 3),
(310003, 223, 2),
(310003, 205, 2),
(310004, 223, 1),
(310004, 209, 1),
(310004, 215, 3),
(310004, 208, 3),
(310004, 214, 1),
(310005, 205, 2),
(310005, 204, 3),
(310005, 218, 2),
(310006, 218, 2),
(310006, 223, 3),
(310006, 212, 3),
(310006, 220, 1),
(310007, 212, 3),
(310007, 206, 3),
(310007, 210, 1),
(310008, 216, 3),
(310008, 206, 2),
(310009, 214, 3),
(310009, 203, 3),
(310009, 215, 3),
(310009, 221, 3),
(310009, 211, 1),
(320000, 206, 1),
(320000, 203, 2),
(320000, 205, 3),
(320001, 222, 1),
(320002, 222, 1),
(320003, 220, 2),
(320003, 220, 1),
(320003, 206, 2),
(320003, 222, 1),
(320003, 206, 2),
(320004, 215, 3),
(320004, 221, 2),
(320005, 219, 2),
(320005, 222, 3),
(320006, 219, 1),
(320006, 221, 3),
(320007, 220, 2),
(320007, 212, 2),
(320007, 217, 3),
(320007, 223, 1),
(320008, 206, 2),
(320008, 203, 1),
(320008, 219, 2),
(320008, 206, 2),
(320008, 214, 3),
(330000, 206, 3),
(330001, 216, 3),
(330001, 209, 3),
(330001, 208, 2),
(330001, 222, 3),
(330001, 213, 1),
(330002, 203, 2),
(330002, 216, 1),
(330003, 204, 2),
(330003, 208, 3),
(330003, 222, 1),
(330003, 220, 1),
(330004, 220, 2),
(330004, 204, 2),
(330004, 213, 1),
(330005, 204, 3),
(330005, 217, 1),
(330005, 204, 2),
(330006, 209, 3),
(330007, 220, 1),
(330007, 210, 1),
(330007, 204, 2),
(330008, 206, 2),
(330008, 208, 2),
(330008, 218, 2),
(330009, 221, 1),
(340000, 210, 2),
(340000, 208, 3),
(340000, 211, 2),
(340001, 214, 3),
(340002, 221, 3),
(340002, 212, 2),
(340003, 213, 3),
(340003, 222, 1),
(340003, 218, 3),
(340004, 219, 2),
(340004, 222, 1),
(340004, 212, 1),
(350000, 217, 1),
(350000, 220, 3),
(350000, 218, 1),
(350000, 222, 1),
(350001, 217, 3),
(350001, 213, 2),
(350001, 220, 2),
(350001, 221, 1),
(350001, 204, 1),
(350002, 222, 1),
(350002, 217, 3),
(350002, 208, 2),
(350003, 207, 2),
(350003, 211, 3),
(350003, 209, 3),
(350003, 214, 2),
(350003, 214, 3),
(350004, 218, 2),
(350004, 219, 2),
(350004, 212, 1),
(350004, 207, 3),
(350005, 214, 1),
(350005, 204, 3),
(350006, 223, 2),
(350006, 210, 1),
(350006, 209, 1),
(350006, 209, 1),
(360000, 208, 1),
(360000, 204, 1),
(360000, 213, 3),
(360001, 207, 1),
(360002, 211, 1),
(360002, 219, 2),
(360002, 220, 3),
(360002, 216, 1),
(360003, 222, 1),
(360003, 222, 2),
(360004, 211, 3),
(360004, 207, 3),
(360004, 219, 2),
(360004, 204, 2),
(360004, 205, 1),
(360005, 212, 3),
(360005, 210, 1),
(360006, 213, 3),
(360006, 208, 1),
(360006, 213, 2),
(360006, 219, 1),
(360006, 214, 2),
(360007, 221, 2),
(360007, 209, 1),
(360007, 217, 3),
(360007, 220, 2),
(360008, 211, 1),
(360008, 211, 2),
(370000, 210, 2),
(370000, 215, 3),
(370000, 219, 3),
(370000, 212, 1),
(370000, 209, 2),
(390000, 209, 2),
(390000, 217, 2),
(390000, 214, 3),
(390001, 206, 2),
(390001, 209, 1),
(390002, 207, 3),
(390002, 216, 1),
(390003, 212, 2),
(390003, 205, 2),
(390003, 214, 2),
(390003, 210, 3),
(390003, 207, 3),
(390004, 222, 2),
(400000, 208, 2),
(400000, 205, 3),
(400000, 209, 3),
(400001, 218, 3),
(400001, 212, 1),
(400001, 215, 1),
(400001, 220, 2),
(400001, 210, 1),
(400002, 223, 2),
(400003, 209, 3),
(400003, 206, 3),
(400003, 207, 3),
(400003, 210, 2),
(400004, 219, 2),
(400004, 209, 1),
(400004, 219, 1),
(400004, 214, 3),
(400005, 208, 2),
(400005, 215, 2),
(400005, 214, 1),
(400005, 212, 3),
(400006, 211, 1),
(400006, 207, 2),
(400006, 203, 3),
(400006, 203, 3),
(420000, 206, 2),
(420000, 222, 2),
(420000, 219, 3),
(420000, 212, 2),
(420000, 210, 1),
(420001, 213, 1),
(420001, 221, 1),
(420002, 223, 1),
(420002, 222, 2),
(420002, 208, 1),
(420002, 213, 2),
(420003, 220, 3),
(420004, 213, 2),
(420004, 217, 2),
(420004, 211, 2),
(420004, 207, 1),
(420004, 211, 3),
(420005, 219, 2),
(420005, 208, 2),
(420005, 218, 3),
(420005, 223, 1),
(420005, 204, 1),
(420006, 205, 2),
(420006, 206, 1),
(420007, 219, 2),
(420007, 209, 3),
(420007, 222, 2),
(420007, 215, 2),
(420007, 207, 2),
(420008, 204, 3),
(420008, 208, 1),
(420008, 214, 3),
(430000, 207, 3),
(430000, 221, 1),
(430000, 223, 1),
(430000, 209, 3),
(430001, 203, 2),
(430001, 206, 1),
(430001, 222, 3),
(430001, 206, 3),
(430002, 221, 2),
(430002, 218, 2),
(430003, 214, 1),
(430003, 222, 2),
(430004, 214, 2),
(430004, 218, 3),
(430005, 221, 1),
(430005, 222, 1),
(430005, 223, 1),
(430005, 223, 2),
(430006, 221, 2),
(430006, 223, 2),
(430007, 213, 2),
(430008, 218, 3),
(430008, 217, 1),
(430008, 222, 3),
(440000, 215, 3),
(450000, 217, 3),
(450000, 218, 2),
(450000, 216, 2),
(450000, 209, 3),
(450000, 221, 2),
(450001, 213, 2),
(450001, 213, 2),
(450001, 209, 1),
(450002, 210, 2),
(450003, 219, 1),
(450003, 203, 3),
(450003, 223, 1),
(450003, 211, 1),
(450003, 214, 1),
(450004, 220, 2),
(450005, 212, 3),
(450005, 211, 2),
(450005, 216, 2),
(450006, 222, 3),
(450006, 218, 3),
(450006, 203, 3),
(450006, 207, 3),
(450006, 218, 1),
(450007, 206, 2),
(450007, 206, 3),
(450007, 203, 1),
(450007, 212, 1),
(450007, 221, 2),
(450008, 207, 2),
(450008, 203, 1),
(450008, 203, 2),
(450008, 213, 3),
(450008, 206, 2),
(450009, 210, 2),
(450009, 217, 2),
(450009, 204, 3),
(460000, 221, 3),
(460001, 211, 3),
(460002, 208, 2),
(460002, 212, 1),
(460003, 217, 3),
(460004, 223, 2),
(460004, 212, 2),
(460005, 221, 1),
(460005, 213, 3),
(460006, 203, 2),
(460006, 222, 2),
(460006, 204, 1),
(460006, 220, 3),
(460006, 218, 2),
(460007, 222, 3),
(460007, 209, 3),
(460007, 212, 3),
(460007, 211, 1),
(460007, 204, 2),
(460008, 217, 1),
(460008, 220, 3),
(460008, 208, 3),
(460008, 210, 1),
(460009, 210, 3),
(460009, 206, 3),
(460009, 222, 2),
(470000, 219, 3),
(470000, 210, 1),
(470000, 215, 2),
(470000, 203, 3),
(470001, 220, 1),
(470001, 212, 2),
(470001, 220, 3),
(470002, 214, 1),
(470002, 206, 2),
(480000, 208, 3),
(480000, 220, 1),
(480001, 221, 3),
(480002, 212, 3),
(480002, 209, 1),
(480002, 203, 1),
(480002, 205, 3),
(490000, 221, 1),
(490000, 218, 3),
(490000, 219, 2),
(490000, 212, 1),
(490000, 212, 3),
(490001, 204, 2),
(490002, 214, 3),
(490002, 221, 3),
(490002, 203, 3),
(490002, 216, 3),
(490002, 212, 3),
(500000, 217, 3),
(500000, 216, 3),
(500000, 212, 1),
(500000, 206, 1),
(500001, 211, 1),
(500001, 207, 1),
(500001, 213, 1),
(500002, 206, 3),
(500002, 214, 1),
(500002, 217, 1),
(500002, 220, 3),
(500003, 212, 1),
(500003, 219, 3),
(500003, 205, 3),
(500003, 209, 1),
(500004, 220, 2),
(500005, 222, 3),
(500005, 218, 3),
(500005, 215, 2),
(500005, 220, 3),
(500005, 218, 3),
(500006, 209, 2),
(500006, 223, 1),
(500006, 209, 3),
(500006, 215, 2),
(500006, 203, 2),
(510000, 221, 3),
(510000, 214, 2),
(510000, 205, 3),
(510001, 217, 2),
(510001, 215, 3),
(510002, 223, 1),
(510002, 213, 2),
(510002, 219, 2),
(530000, 220, 2),
(530000, 214, 1),
(530001, 221, 2),
(530001, 218, 1),
(530001, 203, 2),
(530001, 211, 1),
(530002, 222, 3),
(530002, 216, 3),
(530002, 220, 3),
(530002, 218, 2),
(530002, 204, 3),
(530003, 213, 1),
(530003, 208, 3),
(530003, 213, 1),
(530004, 204, 3),
(530004, 210, 2),
(530004, 215, 3),
(530004, 214, 2),
(530005, 205, 2),
(530005, 215, 1),
(530005, 210, 1),
(530005, 204, 1),
(530006, 209, 1),
(530006, 213, 3),
(530006, 217, 1),
(530006, 208, 3),
(530007, 207, 1),
(530007, 207, 1),
(540000, 214, 3),
(540000, 217, 2),
(540001, 214, 2),
(540001, 213, 3),
(540002, 221, 2),
(540002, 218, 1),
(540002, 207, 1),
(540002, 211, 1),
(540003, 206, 1),
(540003, 220, 2),
(540004, 216, 3),
(540004, 207, 2),
(540004, 205, 2),
(540004, 217, 1),
(540004, 216, 3),
(550000, 208, 2),
(550000, 208, 1),
(550000, 204, 1),
(550000, 210, 1),
(550000, 216, 1),
(550001, 215, 2),
(550001, 215, 3),
(550001, 215, 2),
(550002, 215, 2),
(550002, 221, 2),
(550002, 219, 1),
(550002, 217, 2),
(550002, 222, 2),
(550003, 223, 2),
(550003, 222, 3),
(560000, 222, 1),
(560001, 206, 1),
(560002, 212, 1),
(560003, 216, 2),
(560003, 213, 1),
(560003, 203, 2),
(560003, 221, 1),
(560004, 209, 2),
(560004, 204, 3),
(560004, 218, 1),
(560004, 217, 1),
(560004, 213, 3),
(560005, 204, 3),
(560005, 221, 1),
(570000, 223, 2),
(570000, 219, 2),
(570000, 204, 3),
(570001, 205, 1),
(570002, 214, 3),
(570002, 210, 1),
(570003, 219, 2),
(570003, 205, 1),
(570003, 205, 3),
(570003, 210, 2),
(570004, 211, 3),
(570004, 219, 1),
(570004, 217, 3),
(570005, 209, 2),
(570006, 216, 1),
(570006, 217, 3),
(570007, 210, 3),
(570007, 221, 3),
(570007, 212, 1),
(570008, 204, 1),
(570008, 204, 1),
(570008, 221, 3),
(570009, 215, 2),
(570009, 208, 2),
(570009, 214, 3),
(580000, 209, 2),
(580000, 208, 1),
(580000, 219, 2),
(580000, 216, 1),
(580001, 214, 3),
(580001, 216, 1),
(580002, 223, 3),
(580003, 220, 3),
(580004, 203, 3),
(580004, 208, 3),
(580004, 215, 1),
(580004, 205, 3),
(580004, 205, 3),
(580005, 221, 1),
(580005, 211, 2),
(580005, 220, 3),
(580005, 213, 2),
(580006, 214, 2),
(580007, 222, 1),
(590000, 220, 3),
(590000, 220, 3),
(590000, 211, 1),
(590000, 219, 3),
(590000, 210, 2),
(600000, 222, 2),
(600000, 205, 1),
(600000, 215, 3),
(600000, 217, 2),
(600000, 205, 3),
(600001, 215, 3),
(600001, 209, 2),
(600001, 205, 2),
(600002, 220, 3),
(600002, 221, 3),
(600003, 220, 1),
(600003, 214, 1),
(600004, 210, 2),
(600005, 211, 1),
(600005, 203, 3),
(600006, 215, 1),
(600006, 219, 1),
(600006, 208, 3),
(600006, 220, 3),
(600006, 206, 2),
(600007, 203, 3),
(600007, 203, 1),
(600008, 222, 2),
(600009, 214, 3),
(600009, 209, 2),
(600009, 213, 1),
(600009, 210, 1),
(620000, 213, 2),
(620000, 209, 1),
(620000, 211, 2),
(620000, 207, 1),
(630000, 208, 1),
(630000, 204, 3),
(630000, 210, 2),
(630000, 211, 3),
(630000, 218, 3),
(630001, 207, 3),
(630001, 220, 2),
(630002, 207, 2),
(630003, 215, 1),
(630003, 222, 2),
(630003, 219, 2),
(630003, 206, 2),
(630004, 209, 2),
(630004, 205, 2),
(630004, 203, 3),
(630005, 215, 3),
(630006, 217, 1),
(640000, 218, 2),
(640000, 207, 3),
(640000, 207, 3),
(640000, 210, 3),
(650000, 205, 2),
(650001, 206, 3),
(650001, 210, 3),
(650001, 206, 2),
(650001, 206, 1),
(650002, 208, 2),
(650002, 212, 1),
(650002, 216, 1),
(650002, 222, 2),
(650003, 214, 2),
(650003, 220, 1),
(650004, 219, 1),
(650005, 210, 3),
(650006, 210, 2),
(650006, 208, 1),
(650007, 209, 3),
(650007, 204, 1),
(650008, 217, 3),
(650008, 214, 2),
(650009, 222, 1),
(660000, 204, 3),
(660001, 204, 2),
(660001, 205, 1),
(660001, 219, 3),
(660002, 214, 3),
(660003, 222, 2),
(660003, 221, 2),
(660003, 218, 1),
(660003, 221, 2),
(660003, 205, 1),
(660004, 205, 2),
(660004, 205, 1),
(660004, 211, 1),
(660004, 220, 1),
(660004, 219, 3),
(670000, 203, 1),
(670001, 215, 2),
(670001, 219, 2),
(670001, 214, 3),
(670001, 207, 1),
(670001, 219, 2),
(670002, 203, 1),
(670002, 206, 2),
(670003, 221, 1),
(670003, 212, 3),
(680000, 220, 2),
(680000, 212, 1),
(680001, 204, 1),
(680001, 209, 2),
(680001, 205, 1),
(680001, 203, 2),
(680002, 205, 3),
(680002, 218, 2),
(680002, 217, 3),
(680002, 217, 3),
(680003, 216, 3),
(680003, 207, 2),
(680003, 211, 1),
(680004, 223, 3),
(680005, 218, 1),
(680005, 208, 2),
(680005, 204, 1),
(680005, 211, 2),
(700000, 214, 2),
(700001, 208, 3),
(700001, 216, 3),
(700002, 219, 1),
(700003, 220, 2),
(700003, 210, 1),
(700003, 222, 2),
(700003, 216, 2),
(700003, 218, 2),
(720000, 210, 3),
(720000, 203, 1),
(720000, 213, 3),
(720000, 205, 2),
(720000, 206, 2),
(720001, 215, 2),
(720001, 207, 3),
(720001, 208, 2),
(720001, 220, 1),
(720001, 212, 2),
(730000, 213, 3),
(730000, 223, 3),
(730000, 203, 3),
(730000, 212, 1),
(730000, 208, 2),
(730001, 222, 2),
(730001, 218, 3),
(730001, 213, 3),
(730002, 203, 2),
(730002, 214, 3),
(730002, 211, 3),
(730003, 215, 1),
(730003, 216, 1),
(730003, 210, 2),
(730004, 217, 2),
(730004, 208, 3),
(730004, 217, 3),
(730004, 212, 2),
(730004, 214, 3),
(730005, 223, 1),
(730006, 210, 3),
(730007, 209, 2),
(730007, 219, 3),
(730007, 209, 1),
(730007, 213, 1),
(730007, 218, 3),
(730008, 217, 2),
(730008, 211, 1),
(730008, 203, 1),
(730008, 219, 1),
(740000, 206, 2),
(740001, 214, 1),
(740001, 219, 1),
(740001, 218, 1),
(740001, 221, 3),
(750000, 214, 3),
(750001, 222, 1),
(750001, 209, 3),
(750001, 210, 2),
(750001, 219, 1),
(750002, 209, 1),
(750002, 206, 2),
(750002, 211, 1),
(750002, 209, 3),
(760000, 214, 3),
(760000, 215, 1),
(760001, 220, 2),
(760001, 212, 1),
(760002, 211, 1),
(760002, 212, 1),
(760003, 207, 2),
(760003, 203, 1),
(760003, 211, 3),
(760003, 213, 3),
(760003, 218, 2),
(770000, 209, 1),
(770001, 209, 2),
(770001, 203, 3),
(770001, 205, 3),
(770001, 216, 1),
(770001, 204, 1),
(770002, 209, 2),
(770003, 203, 1),
(770004, 204, 3),
(770004, 207, 3),
(770004, 212, 3),
(770004, 203, 2),
(770005, 218, 3),
(770005, 207, 1),
(770005, 214, 2),
(770005, 208, 3),
(770005, 223, 2),
(770006, 213, 1),
(770006, 210, 3),
(770007, 212, 3),
(770008, 208, 2),
(770008, 210, 3),
(770008, 203, 2),
(770008, 218, 3),
(770008, 217, 3),
(770009, 208, 2),
(770009, 219, 1),
(770009, 221, 3),
(770009, 205, 2),
(770009, 219, 2),
(780000, 214, 2),
(780000, 223, 3),
(780000, 211, 3),
(780000, 211, 2),
(780000, 217, 3),
(780001, 209, 1),
(780001, 204, 1),
(780001, 214, 2),
(780002, 218, 3),
(780003, 203, 3),
(780003, 212, 1),
(780003, 216, 3),
(780004, 203, 2),
(780004, 223, 2),
(780004, 210, 1),
(780004, 221, 2),
(780004, 216, 1),
(780005, 210, 1),
(780005, 206, 1),
(780005, 222, 1),
(780005, 219, 1),
(780006, 212, 2),
(780006, 216, 2),
(780006, 218, 1),
(780007, 207, 2),
(780007, 213, 1),
(780007, 222, 1),
(780007, 214, 2),
(780007, 204, 2),
(780008, 205, 1),
(780008, 223, 2),
(780009, 207, 1),
(780009, 212, 3),
(780009, 217, 3),
(780009, 222, 1),
(780009, 218, 2),
(790000, 215, 2),
(790000, 214, 1),
(790000, 206, 3),
(790001, 208, 3),
(790001, 213, 3),
(790002, 205, 1),
(790002, 223, 1),
(790002, 223, 2),
(790002, 209, 2),
(790003, 216, 1),
(790003, 220, 1),
(790004, 206, 3),
(790004, 220, 2),
(790004, 205, 2),
(790004, 222, 1),
(790005, 206, 3),
(790005, 216, 3),
(790005, 223, 3),
(790005, 209, 2),
(790005, 207, 3),
(790006, 213, 2),
(790006, 216, 3),
(790007, 216, 3),
(800000, 203, 2),
(800000, 216, 1),
(800001, 215, 2),
(800001, 220, 3),
(800001, 215, 2),
(800002, 216, 2),
(800003, 223, 1),
(800003, 204, 2),
(800003, 217, 3),
(800003, 209, 1),
(800004, 219, 3),
(800004, 222, 1),
(800004, 216, 1),
(800004, 218, 1),
(800004, 205, 1),
(800005, 221, 2),
(800005, 214, 3),
(800005, 217, 1),
(800005, 203, 2),
(800005, 208, 1),
(810000, 212, 1),
(810001, 211, 2),
(810001, 216, 3),
(810001, 216, 1),
(810002, 217, 1),
(810002, 214, 3),
(810003, 209, 2),
